ticket_id,created_at,resolved_at,status,channel,creator_id,tag,first_response_time,message_text
372,2023-10-02 14:30,2023-10-02 15:09,resolved,email,205,Prevenção,0,"Recebi um alerta de que um de meus conteúdos pode estar infringindo as regras, mas não encontrei nada errado. Podem me ajudar a entender melhor?"
373,2023-10-15 14:30,2023-10-15 15:37,resolved,email,202,Acesso,10,"Estou tendo problemas para acessar minha conta, minha senha parece estar correta, mas não consigo entrar."
374,2023-10-03 14:32,2023-10-03 15:27,resolved,email,87,Checkout,8,"Estou tendo problemas para finalizar uma compra, o botão de pagamento não está funcionando."
375,2023-10-12 14:20,2023-10-12 15:19,resolved,email,205,Acesso,0,"Estou com problemas para acessar minha conta, diz que minha senha está incorreta, mas tenho certeza de que está certa."
376,2023-10-10 14:45,2023-10-10 15:07,resolved,email,204,Assinatura,5,Estou tendo dificuldades para fazer o upgrade do meu plano de assinatura.
377,2023-10-12 14:30,2023-10-12 15:15,resolved,email,205,Checkout,0,Estou enfrentando problemas ao tentar finalizar a compra do meu produto. Sempre aparece uma mensagem de erro.
378,2023-10-10 14:22,2023-10-10 15:09,resolved,email,512,Conta,0,"Preciso atualizar as informações do meu perfil, mas não estou conseguindo acessar a área de configurações."
379,2023-10-20 14:30,2023-10-20 14:45,resolved,email,202,Dúvidas Gerais,0,Preciso de ajuda para entender como funcionam as métricas de desempenho na plataforma.
380,2023-10-27 14:22,,pending,email,2205,Financeiro,12,Estou com dificuldades para entender meu relatório financeiro do mês passado.
381,2023-10-05 14:30,,pending,email,245,Integrações,12,Tenho dificuldades para integrar a plataforma com meu CRM. Alguém pode me ajudar?
382,2023-10-12 14:30,2023-10-12 15:21,resolved,email,205,Produto,12,Estou tendo dificuldade em entender como adicionar novos módulos ao meu curso na plataforma.
383,2023-10-10 14:20,,pending,email,202,Reembolso,8,Gostaria de solicitar um reembolso para uma assinatura que não utilizei.
384,2023-10-10 14:30,2023-10-10 14:53,resolved,email,202,Membros gratuitos,0,Estou com dificuldades para entender as limitações dos meus membros gratuitos na plataforma.
385,2023-10-01 14:30,2023-10-01 15:58,resolved,email,202,Reembolso,12,"Solicitei um reembolso na semana passada, mas ainda não recebi nenhuma confirmação."
386,2023-10-05 14:30,2023-10-05 15:32,resolved,email,204,Conta,15,Preciso de ajuda para atualizar as informações do meu perfil na conta.
387,2023-10-18 14:30,2023-10-18 14:45,resolved,email,215,Conta,0,"Preciso atualizar minhas informações de perfil, mas não consigo acessar a página de configurações."
388,2023-10-20 14:22,2023-10-20 15:08,resolved,email,205,Integrações,12,Estou com dificuldades para integrar a plataforma com meu sistema de gerenciamento de conteúdo. Alguém pode me ajudar?
389,2023-10-03 14:30,2023-10-03 14:40,resolved,email,204,Integrações,15,Estou tendo dificuldades para integrar a minha conta com a API da plataforma. Poderiam me ajudar?
390,2023-10-10 14:20,2023-10-10 15:01,resolved,email,205,Integrações,15,Estou com dificuldades para integrar minha conta com a API externa que utilizo.
391,2023-10-10 14:20,2023-10-10 15:52,resolved,email,203,Integrações,15,Estou com dificuldade para integrar minha conta com a API do sistema que uso atualmente.
392,2023-10-05 14:20,2023-10-05 15:53,resolved,email,205,Integrações,15,Estou tendo dificuldades para integrar a plataforma com a ferramenta X. Pode ajudar?
393,2023-10-10 14:30,2023-10-10 15:27,resolved,email,204,Acesso,15,"Não consigo acessar minha conta, minha senha não está sendo aceita."
394,2023-10-05 15:20,2023-10-05 16:35,resolved,email,212,Checkout,12,"Estou enfrentando problemas na finalização da compra, o botão não está funcionando."
395,2023-10-15 14:30,2023-10-15 15:28,resolved,email,204,Acesso,12,"Não estou conseguindo acessar minha conta, a senha não está sendo aceita."
396,2023-10-15 11:30,2023-10-15 12:31,resolved,email,205,Assinatura,0,"Estou com dificuldades para atualizar meu plano de assinatura, o sistema não aceita meu cartão."
397,2023-10-10 14:30,,pending,email,204,Checkout,5,"Estou tendo problemas para finalizar a compra, o botão de pagamento não está respondendo."
398,2023-10-10 14:30,,pending,email,257,Conta,5,Estou tendo dificuldades para atualizar minha foto de perfil. Poderiam me ajudar?
399,2023-10-10 14:30,2023-10-10 15:08,resolved,email,87,Dúvidas Gerais,12,Gostaria de saber como funciona a monetização na plataforma e quais são as regras.
400,2023-10-10 14:30,2023-10-10 15:57,resolved,email,205,Financeiro,5,Gostaria de saber quando será o próximo repasse e se houve alguma alteração no valor.
401,2023-10-15 14:32,2023-10-15 15:17,resolved,email,205,Integrações,0,Estou tendo dificuldades para conectar minha conta com a ferramenta de automação que uso.
402,2023-10-27 14:45,,pending,email,205,Membros gratuitos,15,Quero saber se os membros gratuitos têm acesso a conteúdo exclusivo ou apenas ao básico.
403,2023-10-12 14:20,2023-10-12 15:36,resolved,email,205,Migração,12,Estou tendo dificuldades para migrar meus conteúdos de outra plataforma para cá. Pode me ajudar?
404,2023-10-15 15:30,2023-10-15 16:30,resolved,email,205,Pagamento,5,"Estou tendo problemas com a cobrança do meu último pagamento, não consigo ver o recibo."
405,2023-10-15 14:20,2023-10-15 14:37,resolved,email,202,Prevenção,0,"Recebi um aviso sobre a suspensão da minha conta, mas não sei o motivo. Poderiam me ajudar?"
406,2023-10-20 14:30,2023-10-20 15:31,resolved,email,202,Produto,12,Estou enfrentando problemas com a nova funcionalidade de agendamento de postagens. Não consigo encontrar onde ativar.
407,2023-10-10 14:30,,pending,email,204,Reembolso,12,Solicitei um reembolso na semana passada e não recebi nenhuma atualização até agora.
408,2023-10-05 14:30,2023-10-05 15:53,resolved,email,202,Integrações,10,"Estou com dificuldades para integrar minha conta com a ferramenta de e-mail marketing, não consigo encontrar as instruções corretas."
409,2023-10-20 14:30,2023-10-20 15:20,resolved,email,205,Membros gratuitos,0,Estou com problemas para saber quais funcionalidades estão disponíveis para membros gratuitos na plataforma.
410,2023-10-05 14:32,2023-10-05 14:59,resolved,email,202,Migração,15,Estou tendo dificuldades para migrar meus conteúdos de outra plataforma. Poderiam me ajudar?
411,2023-10-05 14:45,2023-10-05 15:08,resolved,email,202,Pagamento,15,"Estou com problemas para processar o pagamento do meu último pedido. O cartão foi recusado, mas não entendi o motivo."
412,2023-10-10 15:45,2023-10-10 16:17,resolved,email,205,Prevenção,12,Recebi um alerta sobre possíveis conteúdos problemáticos na minha conta. Preciso de ajuda para resolver isso.
413,2023-10-15 14:45,2023-10-15 15:10,resolved,email,202,Produto,0,Estou enfrentando dificuldades para usar uma nova funcionalidade do produto e não encontrei informações no suporte.
414,2023-10-25 14:30,2023-10-25 15:35,resolved,email,205,Produto,15,"Estou enfrentando dificuldades com uma nova funcionalidade do produto, não consigo entender como utilizá-la."
415,2023-10-10 14:30,2023-10-10 15:00,resolved,email,210,Produto,10,"Gostaria de sugerir uma nova funcionalidade para a plataforma, onde eu possa personalizar mais os layouts das minhas páginas."
416,2023-10-10 15:45,2023-10-10 16:10,resolved,email,204,Produto,12,Estou com dificuldades para entender como usar a nova funcionalidade de análises de dados que foi lançada.
417,2023-10-15 14:32,2023-10-15 14:45,resolved,email,78,Reembolso,10,Solicitei um reembolso há algumas semanas e ainda não recebi confirmação.
418,2023-10-03 14:30,2023-10-03 15:18,resolved,email,256,Membros gratuitos,15,Gostaria de saber quais são as limitações para os membros gratuitos na minha conta.
419,2023-10-02 14:30,2023-10-02 15:00,resolved,email,205,Reembolso,15,Solicitei um reembolso na semana passada e ainda não recebi confirmação. Poderiam me ajudar?
420,2023-10-01 14:30,,escalated,email,102,Integrações,0,Estou tendo dificuldades para integrar a plataforma com a ferramenta de email marketing. Alguma dica?
421,2023-10-15 14:30,2023-10-15 15:50,resolved,email,303,Produto,12,Estou tendo dificuldades para entender como funcionam as novas funcionalidades da plataforma. Poderiam me ajudar?
422,2023-10-10 14:30,,pending,email,57,Reembolso,0,"Solicitei um reembolso há alguns dias, mas ainda não obtive resposta sobre o status."
423,2023-10-07 14:30,2023-10-07 15:58,resolved,email,205,Membros gratuitos,12,Estou tendo dificuldades para entender as limitações dos membros gratuitos na minha conta. Poderiam me ajudar?
424,2023-10-15 14:30,2023-10-15 15:37,resolved,email,205,Reembolso,12,"Solicitei um reembolso para uma assinatura que não usei, mas até agora não recebi nenhuma confirmação."
425,2023-10-05 14:30,2023-10-05 14:47,resolved,email,150,Conta,15,"Preciso atualizar meu perfil, mas não estou conseguindo acessar as configurações da minha conta."
426,2023-10-12 14:30,2023-10-12 16:07,resolved,email,202,Conta,12,Estou com dificuldades para atualizar as informações do meu perfil.
427,2023-10-10 14:30,,pending,email,205,Integrações,12,Estou com dificuldades para integrar a minha conta com o serviço de e-mail marketing. Não consigo acessar as configurações.
428,2023-10-20 15:30,2023-10-20 15:47,resolved,email,212,Integrações,12,"Estou com dificuldades para integrar minha conta com o Google Analytics, não consigo encontrar as configurações corretas."
429,2023-10-10 14:30,2023-10-10 15:48,resolved,email,205,Dúvidas Gerais,12,Gostaria de saber como funciona o programa de parceria da plataforma.
430,2023-10-10 14:30,2023-10-10 15:53,resolved,email,205,Financeiro,0,"Preciso de ajuda com meu extrato financeiro, parece que algumas transações não foram contabilizadas corretamente."
431,2023-10-15 14:30,,pending,email,204,Integrações,5,Estou com dificuldades para integrar minha conta com o Google Analytics e não consigo visualizar os dados.
432,2023-10-10 14:30,2023-10-10 16:09,resolved,email,215,Produto,12,Estou tendo dificuldades para entender como usar a nova funcionalidade de analytics na plataforma.
433,2023-10-08 11:20,2023-10-08 11:45,resolved,email,205,Reembolso,15,"Solicitei um reembolso para um produto que comprei, mas não recebi confirmação."
434,2023-10-02 14:30,2023-10-02 15:18,resolved,email,305,Membros gratuitos,0,Estou com dúvidas sobre como funciona a limitação de membros gratuitos na plataforma.
435,2023-10-05 14:30,2023-10-05 16:06,resolved,email,256,Reembolso,0,Gostaria de solicitar o reembolso de uma cobrança indevida que apareceu na minha conta.
436,2023-10-01 14:30,2023-10-01 15:41,resolved,email,204,Conta,15,"Preciso de ajuda para atualizar os dados do meu perfil, não estou conseguindo acessar as configurações."
437,2023-10-05 14:30,2023-10-05 15:04,resolved,email,205,Conta,0,"Preciso atualizar minhas informações de perfil na plataforma, mas não consigo encontrar a opção."
438,2023-10-12 14:30,,pending,email,256,Integrações,10,Estou com dificuldades para integrar minha conta com a plataforma de e-mail marketing. Alguém pode me ajuda?
439,2023-10-12 14:30,2023-10-12 14:47,resolved,email,520,Integrações,15,Estou com dificuldades para integrar a minha conta com o plugin de newsletter. Poderiam ajudar?
440,2023-10-15 14:30,2023-10-15 15:32,resolved,email,205,Integrações,0,Estou tendo dificuldades para integrar a plataforma com meu sistema de gestão. Alguma orientação?
441,2023-10-17 14:20,2023-10-17 14:54,resolved,email,205,Integrações,5,Estou tendo dificuldades para conectar a plataforma com minha ferramenta de e-mail marketing.
442,2023-10-15 14:20,2023-10-15 15:03,resolved,email,202,Integrações,10,"Estou com dificuldades para integrar minha conta com a ferramenta de gestão que uso, alguém pode ajudar?"
443,2023-10-15 14:30,2023-10-15 15:24,resolved,email,256,Acesso,5,"Estou tendo dificuldades para fazer login na minha conta, a senha não está sendo aceita."
444,2023-10-15 14:30,2023-10-15 15:07,resolved,email,205,Checkout,12,"Estou enfrentando problemas ao tentar finalizar a compra, o sistema simplesmente não avança."
445,2023-10-15 14:30,,pending,email,205,Acesso,0,Estou tendo problemas para fazer login na plataforma. Minha senha não está sendo aceita.
446,2023-10-10 14:30,2023-10-10 15:09,resolved,email,205,Assinatura,12,"Estou com dificuldades para renovar minha assinatura, não aparece a opção no meu painel."
447,2023-10-21 14:30,2023-10-21 15:01,resolved,email,205,Checkout,15,Estou enfrentando problemas na finalização da compra. O sistema não está aceitando meu cartão.
448,2023-10-05 14:30,2023-10-05 14:40,resolved,email,202,Prevenção,0,Recebi um aviso sobre um possível problema com meu conteúdo e gostaria de esclarecimentos sobre como isso funciona.
449,2023-10-17 14:20,2023-10-17 15:24,resolved,email,229,Prevenção,0,"Recebi um alerta sobre conteúdo problemático, mas não sei como corrigir isso."
450,2023-10-01 14:30,2023-10-01 16:04,resolved,email,202,Checkout,10,Estou tendo problemas ao tentar finalizar a compra no meu produto. O sistema não está aceitando meu cartão.
451,2023-10-15 14:30,2023-10-15 14:58,resolved,email,202,Acesso,15,"Estou com dificuldades para acessar minha conta, não consigo fazer login."
452,2023-10-01 14:30,2023-10-01 15:36,resolved,email,205,Assinatura,10,"Estou tendo dificuldades para mudar meu plano de assinatura. Pode me ajudar, por favor?"
453,2025-09-15 14:30,2025-09-15 14:53,resolved,email,207,Financeiro,12,"Estou com dúvidas sobre o repasse do mês passado, o valor não bate com o que esperava."
454,2023-10-21 14:30,2023-10-21 15:26,resolved,email,202,Financeiro,5,Estou com dúvidas sobre o meu relatório financeiro do mês passado. Não consigo entender algumas transações.
455,2023-10-15 14:22,2023-10-15 15:51,resolved,email,312,Checkout,10,"Estou com problemas para finalizar a compra, sempre aparece uma mensagem de erro."
456,2023-10-05 14:30,2023-10-05 15:01,resolved,email,202,Dúvidas Gerais,15,Gostaria de saber como funcionam as opções de monetização na plataforma.
457,2023-10-01 14:20,2023-10-01 14:37,resolved,email,158,Prevenção,0,"Recebi um alerta sobre uma possível suspensão do meu conteúdo, mas não sei o que aconteceu. Poderiam me explicar?"
458,2023-10-05 14:32,2023-10-05 14:52,resolved,email,202,Produto,5,Estou tendo dificuldades para inserir novos vídeos no meu canal. Alguma funcionalidade nova?
459,2023-10-15 14:20,2023-10-15 15:49,resolved,email,205,Reembolso,5,Solicitei um reembolso há alguns dias e ainda não recebi nenhuma resposta.
460,2023-10-01 15:25,2023-10-01 17:03,resolved,email,342,Integrações,12,Estou tendo dificuldades para integrar minha conta com a ferramenta de email marketing. Alguém pode ajudar?
461,2023-10-15 14:30,2023-10-15 15:20,resolved,email,204,Membros gratuitos,7,"Estou tendo problemas para adicionar um membro gratuito à minha lista, ele não está recebendo o convite."
462,2023-10-18 14:30,2023-10-18 15:26,resolved,email,245,Migração,10,"Estou tentando migrar meus conteúdos de outra plataforma, mas estou enfrentando dificuldades. Poderiam ajudar?"
463,2023-10-04 14:30,2023-10-04 14:40,resolved,email,205,Pagamento,10,"Estou tendo problemas para processar um pagamento, o sistema não aceita meu cartão."
464,2023-10-10 14:20,2023-10-10 15:39,resolved,email,205,Acesso,0,"Não consigo acessar minha conta, diz que minha senha está incorreta, mas estou certo dela."
465,2023-10-10 14:30,,pending,email,203,Assinatura,15,Estou tendo problemas para mudar minha assinatura de mensal para anual. Pode me ajudar?
466,2023-10-10 14:30,2023-10-10 14:47,resolved,email,205,Financeiro,0,"Preciso de ajuda com o meu extrato financeiro, não consigo entender algumas cobranças."
467,2023-10-01 14:20,2023-10-01 15:41,resolved,email,215,Financeiro,5,Gostaria de saber quando vou receber meu próximo pagamento referente aos meus conteúdos.
468,2023-10-12 14:30,2023-10-12 15:58,resolved,email,205,Dúvidas Gerais,12,Gostaria de saber como funcionam as métricas de engajamento na plataforma.
469,2023-10-15 14:20,2023-10-15 15:33,resolved,email,202,Financeiro,12,Preciso de ajuda para entender a data do próximo repasse financeiro e o valor que será creditado.
470,2023-10-18 14:30,2023-10-18 14:56,resolved,email,205,Checkout,12,"Estou enfrentando dificuldades para finalizar a compra do meu curso, o botão de pagamento não está funcionando."
471,2023-10-20 14:22,2023-10-20 15:13,resolved,email,256,Checkout,12,"Estou enfrentando dificuldades para concluir uma compra, aparece um erro na página ao tentar finalizar."
472,2023-10-11 14:30,2023-10-11 14:48,resolved,email,256,Checkout,0,Estou enfrentando problemas para finalizar a compra de um produto. O botão de pagamento não está funcionando.
473,2023-10-14 15:30,2023-10-14 15:42,resolved,email,205,Acesso,0,"Não estou conseguindo fazer login na minha conta, o sistema diz que a senha está incorreta."
474,2023-10-18 14:32,2023-10-18 16:04,resolved,email,305,Assinatura,0,"Não estou conseguindo fazer o upgrade da minha assinatura. Pode me ajudar, por favor?"
475,2023-10-10 14:30,,pending,email,205,Checkout,12,"Estou tendo problemas para finalizar a compra na minha loja, o sistema não aceita o método de pagamento."
476,2023-10-05 14:35,2023-10-05 14:46,resolved,email,205,Conta,12,"Preciso atualizar a foto de perfil da minha conta, mas não estou conseguindo acessar as configurações."
477,2023-10-12 14:30,,pending,email,205,Checkout,5,"Estou enfrentando problemas para finalizar a compra, a página simplesmente não carrega."
478,2023-10-10 14:30,2023-10-10 15:53,resolved,email,256,Checkout,12,"Estou com problemas para finalizar uma compra, a página não carrega depois que clico em 'pagar'."
479,2023-10-15 14:30,2023-10-15 15:06,resolved,email,205,Checkout,12,"Estou enfrentando dificuldades para finalizar a compra de um produto, o botão de pagamento não está respondendo."
480,2023-10-15 14:30,2023-10-15 15:54,resolved,email,205,Dúvidas Gerais,5,Gostaria de entender melhor como funcionam as taxas aplicadas sobre os meus ganhos na plataforma.
481,2023-10-15 14:30,2023-10-15 15:55,resolved,email,250,Dúvidas Gerais,0,Gostaria de saber como posso aumentar o engajamento dos meus seguidores na plataforma.
482,2023-10-15 14:30,2023-10-15 15:03,resolved,email,158,Prevenção,0,"Recebi um alerta sobre a possibilidade de conteúdo problemático no meu perfil, preciso de ajuda para entender melhor."
483,2023-10-05 14:30,2023-10-05 16:04,resolved,email,204,Acesso,12,"Estou tendo problemas para entrar na minha conta, sempre recebo uma mensagem de erro."
484,2023-10-26 14:32,2023-10-26 15:23,resolved,email,302,Dúvidas Gerais,0,Gostaria de saber como posso utilizar melhor as funcionalidades da plataforma para engajar meus seguidores.
485,2023-10-15 14:30,,pending,email,252,Checkout,5,"Estou enfrentando problemas ao tentar finalizar a compra do meu produto, o sistema não aceita meu cartão."
486,2023-10-16 14:30,2023-10-16 15:20,resolved,email,204,Dúvidas Gerais,0,Gostaria de saber como funciona o sistema de monetização da plataforma.
487,2023-10-03 14:35,2023-10-03 15:15,resolved,email,205,Prevenção,7,Recebi um aviso de possível suspensão do meu conteúdo. Pode verificar o que está acontecendo?
488,2023-10-14 14:20,2023-10-14 13:19,resolved,email,254,Acesso,15,"Estou tendo dificuldades para fazer login na minha conta, a senha não está sendo aceita."
489,2023-10-11 14:30,2023-10-11 15:01,resolved,email,205,Checkout,15,"Estou enfrentando um problema ao tentar pagar com boleto, não consigo gerar o documento."
490,2023-10-15 14:30,,pending,email,205,Acesso,7,"Não consigo acessar a minha conta, diz que minha senha está incorreta."
491,2023-10-05 14:30,,pending,email,205,Assinatura,10,Estou com dificuldade para renovar minha assinatura e não encontrei a opção no meu painel.
492,2023-10-10 14:30,2023-10-10 15:10,resolved,email,205,Checkout,10,Estou enfrentando problemas ao tentar finalizar uma compra. O sistema não aceita o meu cartão.
493,2023-10-12 14:30,2023-10-12 15:27,resolved,email,205,Conta,0,"Preciso atualizar algumas informações do meu perfil, mas não encontro a opção para isso."
494,2023-10-09 14:30,2023-10-09 15:42,resolved,email,205,Dúvidas Gerais,15,Gostaria de saber como posso promover meu conteúdo de forma mais eficaz na plataforma.
495,2023-10-16 14:30,2023-10-16 16:02,resolved,email,215,Financeiro,15,Estou sem conseguir acessar meu relatório de faturamento e preciso dele para o próximo pagamento.
496,2023-10-15 14:30,,pending,email,223,Integrações,0,Estou com dificuldades para integrar minha conta com a ferramenta de email marketing.
497,2023-10-10 14:30,,pending,email,203,Produto,12,Estou tendo dificuldades para usar a nova funcionalidade de agendamento de postagens. Poderiam me ajudar?
498,2023-10-10 14:30,2023-10-10 15:20,resolved,email,202,Reembolso,8,"Solicitei um reembolso há alguns dias, mas ainda não recebi uma confirmação."
499,2023-10-20 14:30,2023-10-20 15:15,resolved,email,205,Membros gratuitos,0,Não estou conseguindo entender as limitações dos usuários gratuitos na plataforma.
500,2023-10-12 14:30,2023-10-12 16:10,resolved,email,250,Reembolso,15,"Gostaria de solicitar um reembolso de uma compra recente, pois o conteúdo não atendeu minhas expectativas."
501,2023-10-15 14:30,2023-10-15 16:00,resolved,email,204,Conta,0,Estou tendo dificuldades para atualizar as informações do meu perfil. O que posso fazer?
502,2023-10-01 14:20,2023-10-01 14:44,resolved,email,205,Conta,12,"Preciso de ajuda para atualizar as informações do meu perfil, mas não consigo acessar as configurações."
503,2023-10-24 14:30,,pending,email,204,Integrações,12,Estou tendo dificuldades para integrar a plataforma com a ferramenta de e-mail marketing. Pode me ajudar?
504,2023-10-10 14:30,2023-10-10 15:53,resolved,email,305,Integrações,5,Estou tendo dificuldades para integrar minha conta com a ferramenta de automação que uso.
505,2023-10-15 14:30,2023-10-15 15:00,resolved,email,203,Reembolso,10,Solicitei um reembolso há uma semana e ainda não recebi notícias.
506,2023-09-30 14:20,2023-09-30 14:33,resolved,email,234,Reembolso,12,Solicitei um reembolso há uma semana e ainda não recebi nenhuma atualização sobre o status.
507,2023-10-13 14:45,,pending,email,205,Conta,10,Estou tendo dificuldades para atualizar as informações do meu perfil na plataforma.
508,2023-10-25 14:35,2023-10-25 14:54,resolved,email,202,Integrações,15,Estou tendo dificuldades para integrar minha conta com o Zapier. Poderiam me ajudar?
509,2023-10-10 14:20,2023-10-10 14:38,resolved,email,202,Integrações,12,Estou tendo dificuldades para integrar a minha conta com a ferramenta de marketing que uso. Alguém pode me ajudar?
510,2023-10-20 14:30,,pending,email,205,Integrações,15,Estou com problemas para integrar minha conta com uma nova ferramenta de análise. Alguma coisa não está funcionando corretamente.
511,2023-10-15 14:22,,escalated,email,245,Integrações,0,Estou com dificuldades para integrar minha conta com o plugin de e-mail marketing. Alguém pode me ajudar?
512,2023-10-10 14:20,2023-10-10 14:52,resolved,email,204,Integrações,0,Estou tendo dificuldades para integrar minha conta da plataforma com o Shopify. Alguma orientação?
513,2023-10-10 14:30,,pending,email,202,Acesso,10,"Estou com dificuldades para acessar minha conta, a senha não está funcionando."
514,2023-10-15 14:20,2023-10-15 15:37,resolved,email,205,Checkout,0,"Estou com dificuldades para finalizar a compra de um novo produto, o sistema não está aceitando o meu cartão."
